0,label
"[  0.           0.           0.         ... 195.65013144 200.15438382
 189.72311547]",2
"[2.16653571e-01 4.91432802e-02 1.00477101e-01 ... 2.06804904e+02
 1.71126695e+02 1.66412860e+02]",2
"[1.81495568e-01 7.68048414e-02 1.55771878e-01 ... 1.93392176e+02
 1.96882262e+02 1.87130078e+02]",2
"[1.54470900e-01 6.76467324e-02 1.47979582e-01 ... 1.85612143e+02
 1.99784111e+02 1.60180062e+02]",2
"[2.19947401e-01 2.19947401e-01 1.02207037e-01 ... 1.89388402e+02
 1.96721397e+02 2.11062503e+02]",2
"[2.34545188e-01 1.35000698e-01 1.51751179e-01 ... 1.85549328e+02
 1.82143175e+02 1.97211470e+02]",2
"[2.67307729e-01 0.00000000e+00 9.10545313e-02 ... 1.75874972e+02
 1.76730939e+02 1.69706774e+02]",2
"[2.17111788e-01 9.10614316e-02 1.23758337e-01 ... 1.96731737e+02
 1.94753241e+02 1.81904543e+02]",2
"[2.58181838e-01 2.90192822e-01 1.79047231e-01 ... 1.91490698e+02
 1.98725637e+02 1.90518175e+02]",2
"[  0.70710678   0.           0.         ... 197.06535177 194.51904404
 188.33477186]",2
"[2.25768803e-01 2.06715040e-01 1.64895967e-01 ... 1.92129347e+02
 2.00423467e+02 1.88126705e+02]",2
"[3.07640308e-01 9.60329338e-02 4.42880036e-02 ... 1.86541000e+02
 1.93017051e+02 1.80309673e+02]",2
"[  0.70684137   0.           0.         ... 173.87113848 180.39731058
 180.31408921]",2
"[  0.5          0.           0.         ... 183.49134693 189.36988118
 188.1172664 ]",2
"[2.22959692e-01 1.58408833e-01 4.12405157e-02 ... 1.89776724e+02
 1.53418475e+02 1.93037604e+02]",2
"[  0.           0.           0.         ... 174.55922479 189.5488891
 198.58281762]",2
"[2.20850917e-01 1.43350767e-01 1.11571388e-01 ... 1.88517611e+02
 1.90018122e+02 1.74547108e+02]",2
"[1.27606293e-01 1.06104379e-01 1.63711304e-01 ... 1.87098579e+02
 1.91791616e+02 1.89357587e+02]",2
"[4.82910544e-01 5.04535405e-02 6.29840455e-02 ... 1.82292686e+02
 1.45402307e+02 1.69921373e+02]",2
"[2.31856555e-01 1.16322579e-01 5.27754351e-02 ... 1.93250933e+02
 1.82316934e+02 1.88799387e+02]",2
"[  0.           0.           0.         ... 180.83937423 194.36451802
 186.70697404]",2
"[1.68349466e-01 1.82013036e-01 6.71170520e-02 ... 1.90110728e+02
 1.96737174e+02 1.94585434e+02]",2
"[1.10115725e-01 7.60308605e-02 5.51553566e-02 ... 1.99191863e+02
 1.86058487e+02 1.92822125e+02]",2
"[3.10584032e-01 6.01221875e-02 9.65165000e-02 ... 2.05220323e+02
 1.88133556e+02 1.97132375e+02]",2
"[1.58848879e-01 9.00776537e-02 2.42347732e-01 ... 1.77809319e+02
 1.82251552e+02 2.00627245e+02]",2
"[  0.           0.           0.         ... 196.03456488 170.17369603
 175.93875518]",2
"[  0.           0.           0.         ... 212.1519816  208.37127773
 168.41167459]",2
"[  0.           0.           0.         ... 189.26211476 167.14696757
 193.05985467]",2
"[  0.           0.           0.         ... 172.99234749 193.90178567
 180.98612316]",2
"[2.78963254e-01 4.65002619e-04 7.70665226e-02 ... 1.76964524e+02
 1.97076951e+02 1.92901239e+02]",3
"[1.54672792e-01 2.29929006e-01 1.90241781e-01 ... 1.69858202e+02
 1.84559618e+02 2.06154462e+02]",3
"[  0.           0.           0.         ... 181.30482391 185.07029785
 178.35873697]",3
"[  0.           0.           0.         ... 197.44877377 205.1525745
 193.36353552]",3
"[  0.28334485   0.           0.         ... 202.67294552 178.48005354
 172.32963836]",3
"[2.02866884e-01 1.29135462e-01 1.30439346e-01 ... 1.76032590e+02
 2.09341421e+02 1.52628213e+02]",3
"[2.17483526e-01 1.04733554e-01 1.26594718e-01 ... 1.90335286e+02
 1.82562101e+02 1.93461821e+02]",3
"[2.97333603e-01 1.66436660e-01 2.12699755e-01 ... 1.88292778e+02
 2.02805733e+02 1.97795903e+02]",3
"[1.41663338e-01 6.02572248e-02 1.81627362e-01 ... 1.72880333e+02
 1.70941244e+02 1.97222850e+02]",3
"[2.30805239e-01 6.54396806e-02 1.99764812e-01 ... 1.98714038e+02
 1.79151048e+02 1.94939639e+02]",3
"[2.43922017e-01 1.82843640e-02 2.26906911e-01 ... 1.95274982e+02
 2.13093844e+02 2.06653453e+02]",3
"[2.37007419e-01 2.20102101e-01 1.87549880e-01 ... 1.91092127e+02
 2.02841777e+02 2.05192858e+02]",3
"[1.86559106e-01 1.31132216e-01 9.41104657e-02 ... 2.01588292e+02
 1.76519858e+02 1.99100693e+02]",3
"[7.57152529e-02 0.00000000e+00 3.65434312e-02 ... 1.71926178e+02
 1.92718726e+02 1.92204847e+02]",3
"[2.39263035e-01 1.84507203e-01 1.51942088e-01 ... 1.75886220e+02
 1.95326968e+02 1.93821656e+02]",3
"[  0.           0.           0.         ... 177.80792178 205.31668144
 209.29232002]",3
"[  0.64793168   0.           0.         ... 182.57938636 180.70868272
 200.22825085]",3
"[2.30482569e-01 7.73583054e-02 1.94466715e-01 ... 1.60695511e+02
 1.61303845e+02 1.63618542e+02]",3
"[2.18043990e-01 1.41734316e-01 8.92737545e-02 ... 1.70525206e+02
 1.63842507e+02 1.92872320e+02]",3
"[3.16178984e-01 2.72672292e-02 1.89308265e-02 ... 1.97062080e+02
 1.98936591e+02 1.98106543e+02]",3
"[2.27304725e-01 1.41076276e-01 2.23379928e-01 ... 1.99051314e+02
 1.97251985e+02 1.57829714e+02]",3
"[9.81498734e-02 0.00000000e+00 0.00000000e+00 ... 2.01896750e+02
 1.75386950e+02 1.79917892e+02]",3
"[  0.           0.           0.         ... 192.63072    198.291137
 196.03968139]",3
"[  0.           0.           0.         ... 194.25580334 191.00820111
 186.65401418]",3
"[  0.           0.           0.         ... 206.7336388  184.73033845
 181.21926254]",3
"[2.23684754e-01 1.70813329e-01 1.92752988e-01 ... 1.95070017e+02
 1.73909041e+02 1.95142588e+02]",3
"[  0.           0.           0.         ... 197.49055811 190.46597333
 181.34158778]",3
"[2.39032848e-01 8.48501585e-02 4.80934287e-02 ... 1.88630120e+02
 1.91057579e+02 1.99333253e+02]",3
"[2.39101989e-01 4.01220003e-02 1.86244143e-01 ... 2.03763813e+02
 1.91978290e+02 1.48194518e+02]",3
"[2.20709162e-01 5.84673133e-02 2.01222426e-02 ... 1.92717588e+02
 1.97108374e+02 1.87271173e+02]",3
"[  0.           0.           0.         ... 199.90899876 156.65221943
 188.69567215]",3
"[1.65252325e-01 8.72664170e-02 1.03449315e-01 ... 2.01257073e+02
 1.75068320e+02 1.85167825e+02]",3
"[  0.28807456   0.           0.28807456 ... 189.09000175 199.62694273
 187.50016236]",3
"[  0.           0.           0.         ... 194.05154701 191.85202854
 181.24993007]",3
"[2.19935859e-01 1.86837405e-01 0.00000000e+00 ... 1.63577279e+02
 1.89340984e+02 1.94298225e+02]",3
"[2.62990264e-01 1.99514703e-02 7.52450635e-02 ... 1.99936219e+02
 1.93157753e+02 1.92278133e+02]",3
"[1.75915379e-01 1.51476038e-01 2.05811705e-01 ... 1.95782925e+02
 2.01462986e+02 1.75063488e+02]",3
"[1.48755913e-01 7.31514289e-02 2.13012201e-01 ... 2.00921939e+02
 2.06413973e+02 2.03923893e+02]",3
"[2.27844922e-01 1.87031585e-01 1.17492469e-01 ... 2.04757579e+02
 1.85606480e+02 1.95518365e+02]",3
"[2.91039246e-01 4.31445837e-02 8.83177513e-02 ... 2.07969050e+02
 2.04859755e+02 1.88132273e+02]",3
"[  0.           0.           0.         ... 172.86773379 178.46422893
 131.3608026 ]",3
"[2.16058183e-01 2.79803843e-02 4.97148366e-02 ... 1.93088120e+02
 1.95854228e+02 1.87430296e+02]",3
"[  0.           0.           0.         ... 182.65899951 194.96722359
 168.46838609]",3
"[2.27344782e-01 1.63966356e-01 6.89411371e-02 ... 2.04697378e+02
 1.84512895e+02 1.83065072e+02]",3
"[2.38971194e-01 8.07622610e-02 6.83698870e-02 ... 1.64964140e+02
 1.96894275e+02 1.68613100e+02]",3
"[  0.           0.           0.         ... 208.95020304 199.58131595
 183.34045893]",3
"[2.33499345e-01 6.79890965e-02 1.69491314e-01 ... 2.02110600e+02
 1.92436450e+02 2.03401878e+02]",3
"[  0.           0.           0.         ... 182.44165598 190.80968731
 193.42388044]",3
"[  0.           0.           0.         ... 201.07054446 184.08863535
 198.14877204]",3
"[2.25534541e-01 1.44540705e-02 1.64246641e-01 ... 1.78710210e+02
 1.94516559e+02 1.67997574e+02]",3
"[  0.           0.           0.         ... 164.62076388 179.09044091
 181.5041301 ]",3
"[2.10525768e-01 1.32750037e-01 7.77954722e-02 ... 1.87413039e+02
 1.80774199e+02 1.83652133e+02]",3
"[1.20830609e-01 1.79418967e-01 1.30872390e-01 ... 1.80780031e+02
 1.50099595e+02 1.76282080e+02]",3
"[2.19117954e-01 1.91534256e-01 7.80075570e-02 ... 1.76929828e+02
 1.98732792e+02 1.99438686e+02]",3
"[  0.           0.           0.         ... 190.76187375 189.26510033
 193.52653716]",3
"[8.85768673e-02 2.12126536e-01 1.36384921e-01 ... 1.89427646e+02
 1.88661241e+02 2.05945132e+02]",3
"[2.32148243e-01 2.32148243e-01 1.09663907e-01 ... 2.06138610e+02
 1.98376596e+02 2.04875338e+02]",3
"[1.41788300e-01 1.46585572e-01 7.16204973e-02 ... 1.95678666e+02
 1.91864360e+02 2.01540655e+02]",3
"[2.50662571e-01 4.96340893e-02 2.15979803e-01 ... 1.81568945e+02
 1.86595780e+02 1.85139677e+02]",3
"[  0.           0.           0.         ... 202.37214571 191.58459967
 179.58439045]",3
"[2.46116428e-01 1.73807421e-01 1.00853224e-01 ... 1.96278542e+02
 2.02047888e+02 1.64519197e+02]",3
"[2.21963586e-01 1.04980319e-01 2.21963586e-01 ... 2.06020621e+02
 1.82076717e+02 1.63024543e+02]",3
"[4.18998888e-02 0.00000000e+00 9.89724698e-02 ... 1.51470584e+02
 1.79657654e+02 1.65761342e+02]",3
"[1.80947036e-01 8.95196954e-02 1.15763461e-01 ... 1.95399381e+02
 1.91155000e+02 1.74276308e+02]",3
"[2.36176250e-01 1.62046692e-01 1.93781282e-01 ... 1.83876902e+02
 1.80141758e+02 1.92426794e+02]",3
"[2.26654102e-01 1.31188826e-01 7.67505579e-02 ... 2.03932102e+02
 2.01451629e+02 1.86161171e+02]",3
"[  0.           0.           0.         ... 178.00920737 193.47127896
 199.17294095]",3
"[  0.           0.           0.         ... 189.90363275 198.79443606
 182.21838328]",3
"[  0.           0.           0.         ... 182.65791131 176.6777536
 182.76018342]",3
"[  0.           0.           0.         ... 181.00344241 189.92225661
 191.61531453]",3
"[  0.27011272   0.           0.         ... 183.44730542 185.8938839
 176.48149207]",3
"[2.75266158e-01 6.05664310e-02 6.75427518e-02 ... 1.83642465e+02
 1.88468882e+02 1.95728143e+02]",3
"[1.73514413e-01 1.31400372e-02 2.19763885e-01 ... 1.78968936e+02
 2.01455445e+02 1.94144815e+02]",3
"[1.25180376e-02 2.08844189e-01 2.34287030e-02 ... 1.89094341e+02
 1.81501595e+02 1.96299779e+02]",3
"[3.01248356e-01 4.23301010e-02 1.54602140e-01 ... 1.99463195e+02
 1.98049712e+02 1.89084665e+02]",3
"[  0.48186243   0.           0.         ... 190.13694219 156.30746232
 178.37171471]",3
"[2.59557011e-01 6.18705773e-02 1.02263395e-01 ... 1.80748294e+02
 1.82192444e+02 1.91861697e+02]",3
"[  0.           0.           0.         ... 188.42410905 151.46935832
 183.54704333]",3
"[2.04243855e-01 1.24950667e-01 2.07045610e-01 ... 1.83875377e+02
 1.92208728e+02 2.01156991e+02]",3
"[2.41353134e-01 1.31121650e-01 1.48402725e-01 ... 1.86126626e+02
 1.87791734e+02 1.94570488e+02]",3
"[2.27307870e-01 1.24219578e-01 3.73925653e-03 ... 1.90894104e+02
 1.77438462e+02 1.83249388e+02]",3
"[2.40230992e-01 1.36014990e-01 1.12616600e-01 ... 1.90147101e+02
 1.83253288e+02 1.99756765e+02]",3
"[  0.           0.           0.         ... 174.71191594 189.6725185
 178.38869007]",3
"[  0.           0.           0.         ... 184.15571151 202.66533378
 202.42858731]",3
"[2.24732024e-01 1.46692982e-01 2.19159224e-01 ... 1.97566924e+02
 2.01934298e+02 1.70807440e+02]",3
"[1.81445378e-01 7.75296369e-02 0.00000000e+00 ... 2.02195074e+02
 2.15773903e+02 2.12174007e+02]",3
"[  0.           0.           0.         ... 192.44134803 205.79756125
 180.9106748 ]",3
"[2.30518470e-01 1.20244022e-01 1.67047470e-01 ... 1.93783927e+02
 1.82779759e+02 1.83592132e+02]",3
"[  0.           0.           0.         ... 189.60953836 185.68011183
 199.65874984]",3
"[2.46360882e-01 1.87741697e-02 5.77780567e-02 ... 1.92903874e+02
 1.53264472e+02 1.76408323e+02]",3
"[1.90453911e-01 2.09367987e-01 1.69073416e-01 ... 1.91598617e+02
 1.95352830e+02 1.39439109e+02]",3
"[2.22354574e-01 0.00000000e+00 3.75936387e-02 ... 1.97661309e+02
 1.84855170e+02 1.86933397e+02]",3
"[1.50943366e-01 1.90521157e-01 2.33411631e-01 ... 1.89201328e+02
 2.02384650e+02 1.60942828e+02]",3
"[2.26723122e-01 1.91737352e-01 2.26723122e-01 ... 1.84749294e+02
 1.77895058e+02 1.97124193e+02]",3
"[3.70431386e-01 5.82382481e-02 5.86708308e-02 ... 2.06846206e+02
 1.93239154e+02 1.84831428e+02]",3
"[2.28445507e-01 7.65260956e-02 1.09703679e-01 ... 1.35538746e+02
 1.79072085e+02 1.92215870e+02]",3
"[1.43407202e-01 1.50492767e-01 8.25482831e-02 ... 1.89348442e+02
 1.97594143e+02 1.70368169e+02]",3
"[  0.           0.           0.         ... 208.94763941 199.65472788
 187.75560976]",3
"[2.44017757e-01 3.50900967e-02 6.84744853e-02 ... 1.80960287e+02
 1.82193838e+02 1.95987064e+02]",3
"[2.14637397e-01 1.35647022e-01 1.36195283e-01 ... 1.74104454e+02
 1.93279325e+02 1.87773648e+02]",3
"[1.57537561e-01 1.24057620e-01 1.63655905e-01 ... 1.88864315e+02
 1.71704632e+02 1.78122592e+02]",3
"[2.48483261e-01 7.12490258e-02 4.05973000e-02 ... 1.44314799e+02
 1.95968575e+02 1.67410011e+02]",3
"[2.90636867e-01 6.95704601e-02 1.23950306e-01 ... 1.93851707e+02
 1.73712348e+02 2.00418815e+02]",3
"[2.27926293e-01 4.95883479e-02 4.47583924e-02 ... 1.90310551e+02
 1.89140921e+02 2.02696804e+02]",3
"[2.28400816e-01 1.16019894e-01 1.37740380e-01 ... 1.85275173e+02
 1.93347087e+02 1.53802365e+02]",3
"[2.27548808e-01 1.45732285e-01 9.12652359e-02 ... 1.77724335e+02
 2.15353501e+02 1.99010906e+02]",3
"[1.26977082e-01 1.37173626e-01 2.83698744e-01 ... 1.56983960e+02
 1.73861178e+02 1.95731308e+02]",3
"[2.24756141e-01 2.27644530e-01 1.46196042e-01 ... 1.94442826e+02
 1.66499068e+02 1.97913913e+02]",3
"[2.18487465e-01 1.89741938e-01 1.59512331e-02 ... 1.68825832e+02
 2.00999851e+02 2.04351851e+02]",3
"[  0.37412789   0.           0.         ... 195.57416536 190.00763816
 180.94559457]",3
"[  0.           0.           0.         ... 196.50948257 192.97486873
 171.18339862]",3
"[  0.           0.           0.         ... 181.16373143 196.72107486
 195.36018133]",3
"[  0.18974713   0.23364629   0.21401849 ... 182.84175448 186.30146225
 180.73857245]",3
"[  0.           0.           0.         ... 175.42141697 201.02232918
 203.23223231]",3
"[  0.           0.           0.         ... 198.35388203 181.66327839
 196.39544092]",3
"[  0.           0.           0.         ... 158.63822284 179.75696512
 202.21462964]",3
"[2.31999308e-01 1.36018828e-01 1.54278446e-01 ... 1.63522058e+02
 1.85145545e+02 1.91262882e+02]",3
"[  0.           0.           0.         ... 142.44456276 176.83406912
 182.26927431]",3
"[  0.48245086   0.           0.         ... 167.70014041 156.60316724
 184.9544094 ]",3
"[  0.           0.           0.         ... 203.14827539 182.42395687
 192.52668398]",3
"[1.74860734e-01 7.55354004e-02 2.23201515e-01 ... 1.73995178e+02
 1.97651916e+02 1.81629340e+02]",3
"[2.24842042e-01 1.46609950e-01 9.64418991e-02 ... 1.92518125e+02
 1.90831960e+02 1.21426421e+02]",3
"[  0.           0.           0.         ... 196.99531546 175.79424935
 173.65070712]",3
"[2.45036991e-01 4.62230135e-02 3.74997075e-02 ... 2.04995267e+02
 2.04136785e+02 1.96871150e+02]",3
"[3.71014421e-01 7.59067931e-02 1.85668875e-01 ... 1.86578920e+02
 1.95335413e+02 1.71858321e+02]",3
"[  0.           0.           0.         ... 195.62481783 172.40755652
 168.49676489]",3
"[  0.58594488   0.           0.         ... 201.29229752 200.32792585
 167.92015369]",3
"[  0.           0.           0.         ... 192.88701324 216.6094593
 202.89669519]",3
"[2.33762464e-01 1.36809367e-01 8.99299881e-02 ... 1.78959403e+02
 2.20237269e+02 1.91923527e+02]",3
"[  0.5          0.           0.         ... 178.57499354 191.53371634
 191.5101789 ]",3
"[2.49432529e-01 2.04410274e-01 1.04111285e-01 ... 1.95322426e+02
 2.00216501e+02 1.86336876e+02]",3
"[  0.           0.           0.         ... 183.46713515 196.72411985
 176.22077718]",3
"[1.68899832e-01 1.60172767e-01 1.40062305e-01 ... 1.92473110e+02
 1.77558202e+02 1.98962086e+02]",3
"[2.33650496e-01 1.11385918e-01 2.33650496e-01 ... 1.85225052e+02
 1.78689357e+02 1.98828780e+02]",3
"[3.97600621e-01 9.76796964e-02 3.97600621e-01 ... 1.89619293e+02
 1.78812391e+02 1.93490409e+02]",4
"[2.23878158e-01 1.40730848e-01 1.04717820e-01 ... 1.99818245e+02
 1.59928726e+02 1.73793312e+02]",4
"[  0.           0.           0.         ... 191.89323283 195.64206522
 204.92201698]",4
"[2.29098762e-01 1.10352773e-01 1.08636033e-01 ... 1.91770177e+02
 1.57598634e+02 1.87884675e+02]",4
"[2.34635221e-01 6.73921419e-02 1.15948412e-01 ... 1.95472853e+02
 1.99829707e+02 2.09880376e+02]",4
"[2.93904840e-01 3.76595459e-02 2.98936623e-02 ... 1.85211027e+02
 1.81023331e+02 1.82268182e+02]",4
"[2.67840827e-01 2.56609326e-01 1.48123553e-01 ... 1.79813152e+02
 2.03256667e+02 1.90397811e+02]",4
"[2.66288582e-01 6.10143159e-02 2.04389889e-01 ... 1.73051074e+02
 1.85970104e+02 1.89102680e+02]",4
"[1.94201083e-01 2.25693544e-01 1.36680711e-01 ... 1.95081542e+02
 2.02700919e+02 1.68147041e+02]",4
"[1.67943893e-01 1.30167869e-01 2.06362884e-01 ... 1.74665185e+02
 2.06255065e+02 1.95522750e+02]",4
"[2.64903984e-01 1.19774971e-01 1.47075278e-01 ... 1.83961440e+02
 1.85212207e+02 1.81961693e+02]",4
"[1.73842941e-01 8.14076308e-03 0.00000000e+00 ... 1.82388929e+02
 2.01004030e+02 1.84242566e+02]",4
"[2.29958626e-01 1.13167007e-01 1.45762153e-01 ... 2.04085226e+02
 1.78203198e+02 2.03849168e+02]",4
"[2.17023081e-01 9.45728475e-02 2.17023081e-01 ... 1.93837303e+02
 1.95265222e+02 2.04607374e+02]",4
"[2.18177994e-01 1.33680292e-01 8.86047041e-02 ... 1.89310295e+02
 1.78198412e+02 1.87137533e+02]",4
"[2.23880863e-01 9.04437658e-02 7.85524799e-02 ... 1.71881503e+02
 1.97365753e+02 1.89424378e+02]",4
"[2.29368953e-01 1.55848278e-01 2.29368953e-01 ... 1.96801731e+02
 1.69591429e+02 1.38732766e+02]",4
"[2.24735205e-01 1.15304925e-01 7.90421531e-02 ... 2.05939909e+02
 2.01797331e+02 1.78017045e+02]",4
"[  0.           0.           0.         ... 186.68432664 183.39988762
 180.79591338]",4
"[2.51719848e-01 1.38552495e-01 1.33349926e-01 ... 1.95986691e+02
 1.74632297e+02 2.06189396e+02]",4
"[2.11019835e-01 2.30270408e-01 1.60397227e-01 ... 1.87462168e+02
 1.89034164e+02 2.04706092e+02]",4
"[2.18244507e-01 8.57507687e-02 6.06741578e-02 ... 2.01947291e+02
 1.83319770e+02 1.81810124e+02]",4
"[2.18887663e-01 1.12754212e-01 8.13654460e-02 ... 2.00279914e+02
 1.96151247e+02 1.95461023e+02]",4
"[3.63354538e-02 0.00000000e+00 1.14144932e-01 ... 1.67952867e+02
 1.87256490e+02 1.82901187e+02]",4
"[1.95763021e-01 5.32706467e-02 0.00000000e+00 ... 1.99927876e+02
 1.78758986e+02 1.82355457e+02]",4
"[  0.           0.           0.         ... 196.49763432 201.04264002
 184.00623479]",4
"[2.93569995e-01 3.26714789e-02 9.89236797e-02 ... 1.90977448e+02
 2.07415533e+02 2.05831085e+02]",4
"[5.09816564e-02 3.50001414e-02 1.04907133e-01 ... 1.98604631e+02
 1.98459522e+02 1.90417260e+02]",4
"[2.20144285e-01 1.06258677e-01 1.21519957e-01 ... 2.01251507e+02
 1.99401476e+02 1.99054787e+02]",4
"[2.22256567e-01 3.27054625e-02 1.39530884e-01 ... 1.96956490e+02
 1.98234929e+02 1.92890294e+02]",4
"[2.33609877e-01 1.28330500e-01 1.13529513e-01 ... 1.60977243e+02
 1.88347803e+02 1.74118249e+02]",4
"[  0.           0.           0.         ... 177.32934303 188.373274
 193.68186856]",4
"[2.42415490e-01 1.84699814e-01 1.07899912e-01 ... 2.06948175e+02
 1.92532928e+02 2.08713953e+02]",4
"[1.14900186e-01 4.27301912e-02 2.12078970e-01 ... 1.97128817e+02
 1.84328383e+02 2.12077246e+02]",4
"[  0.23198465   0.22368697   0.23198465 ... 174.01105478 185.54796356
 188.82687464]",4
"[3.30364797e-01 8.62761593e-02 1.28545801e-01 ... 1.99900580e+02
 2.01884014e+02 1.70575400e+02]",4
"[1.82323519e-01 1.46759490e-01 2.07332124e-01 ... 1.84731642e+02
 1.95467855e+02 1.94425295e+02]",4
"[2.18166526e-01 1.42759173e-01 1.57152901e-01 ... 1.90950305e+02
 1.91214316e+02 1.86591869e+02]",4
"[1.64812477e-01 1.60692182e-01 1.33524719e-01 ... 1.88735483e+02
 1.94727671e+02 1.75491241e+02]",4
"[2.41825578e-01 1.83740449e-01 1.17954566e-01 ... 1.97402553e+02
 2.01118709e+02 1.99669164e+02]",4
"[  0.           0.           0.         ... 182.05048073 164.08165358
 169.5291784 ]",4
"[1.90438417e-01 2.22831505e-01 1.30958212e-01 ... 1.98478996e+02
 1.68935057e+02 1.79947997e+02]",4
"[7.27798811e-02 1.38189994e-01 1.04505468e-01 ... 1.72566346e+02
 1.93567558e+02 1.82424180e+02]",4
"[1.07860420e-01 1.92097995e-02 1.71258660e-01 ... 1.94601457e+02
 1.89556240e+02 2.00783257e+02]",4
"[2.24360505e-01 6.28585594e-02 1.32575403e-01 ... 1.98244152e+02
 1.95214785e+02 1.87850201e+02]",4
"[2.15759730e-01 1.12315431e-01 7.65062021e-02 ... 1.97179354e+02
 1.86810204e+02 1.96251250e+02]",4
"[3.73237443e-01 6.10476985e-02 0.00000000e+00 ... 1.89333871e+02
 1.96724791e+02 1.79953397e+02]",4
"[1.45625063e-01 9.99378381e-02 5.83043866e-02 ... 1.72185502e+02
 1.90313640e+02 1.96211401e+02]",4
"[1.92224452e-01 1.91939739e-01 2.22642814e-01 ... 1.84798041e+02
 2.05842980e+02 2.01119775e+02]",4
"[4.04023443e-01 7.29820849e-02 0.00000000e+00 ... 1.84110762e+02
 1.96236186e+02 1.96836888e+02]",4
"[  0.           0.           0.         ... 209.39740796 171.87741026
 178.00691192]",4
"[2.24322206e-01 1.05761680e-01 2.23612726e-02 ... 1.81383588e+02
 1.99457134e+02 1.95171786e+02]",4
"[1.31031612e-01 0.00000000e+00 0.00000000e+00 ... 1.98805510e+02
 1.98936873e+02 1.86295608e+02]",4
"[2.40544075e-01 1.37711671e-01 3.83150683e-02 ... 1.82750553e+02
 1.86819644e+02 1.80895094e+02]",4
"[  0.45836977   0.45836977   0.36725454 ... 197.4457888  189.706821
 191.88641659]",4
"[  0.           0.           0.         ... 193.90380186 181.63863371
 175.64585948]",4
"[1.52785691e-01 9.21371461e-02 7.14995988e-02 ... 1.96973507e+02
 1.73943672e+02 1.90826453e+02]",4
"[1.83131301e-01 1.63215695e-01 2.31763222e-01 ... 2.05585908e+02
 1.88946648e+02 1.80298703e+02]",4
"[2.07872939e-01 1.93862037e-01 2.10022105e-01 ... 1.91276748e+02
 1.99481225e+02 1.86407429e+02]",4
"[  0.           0.           0.         ... 187.34965548 197.6799069
 191.28871737]",4
"[2.50115596e-01 0.00000000e+00 1.37499801e-02 ... 1.91831950e+02
 1.78578354e+02 1.94303114e+02]",4
"[1.95415629e-01 8.76215209e-02 1.12393622e-01 ... 1.80463901e+02
 1.86148524e+02 1.68640863e+02]",4
"[1.98026303e-01 2.77108811e-02 0.00000000e+00 ... 1.99368890e+02
 1.87241352e+02 1.82824297e+02]",4
"[2.23897376e-01 8.04847816e-02 1.31911118e-01 ... 1.90999303e+02
 1.86036652e+02 1.87064922e+02]",4
"[7.20681265e-02 0.00000000e+00 2.22631342e-01 ... 1.88507622e+02
 1.93852699e+02 2.03844728e+02]",4
"[  0.27048574   0.           0.         ... 152.52947046 182.42044211
 185.43593326]",4
"[1.66514135e-01 4.97336698e-02 1.88632396e-01 ... 1.77548988e+02
 1.86929407e+02 1.78825607e+02]",4
"[2.30192495e-01 1.10381956e-01 4.23058654e-02 ... 1.97465210e+02
 1.68945699e+02 1.80116919e+02]",4
"[2.58305492e-01 1.48558930e-01 1.42460458e-01 ... 1.95790092e+02
 1.83566267e+02 1.80160501e+02]",4
"[3.27025171e-01 6.78437721e-02 1.70402466e-01 ... 1.96967552e+02
 1.93362508e+02 1.78622025e+02]",4
"[2.17839219e-01 2.17839219e-01 9.14434965e-02 ... 1.67556952e+02
 1.95297145e+02 2.01381163e+02]",4
"[2.48650333e-01 1.54148814e-01 2.48650333e-01 ... 1.97705529e+02
 1.92388830e+02 1.80729468e+02]",4
"[1.04370201e-01 0.00000000e+00 9.47608766e-02 ... 1.90848907e+02
 1.97850899e+02 1.98630360e+02]",4
"[1.89742933e-01 3.74206812e-02 7.86060155e-02 ... 1.90114180e+02
 2.02061842e+02 1.92380891e+02]",4
"[2.22619757e-01 1.06344700e-01 3.17601270e-02 ... 1.94779459e+02
 1.80975182e+02 1.90390819e+02]",4
"[2.36347527e-01 3.54485001e-02 1.98785069e-01 ... 1.75486802e+02
 2.00538805e+02 1.79210494e+02]",4
"[  0.33370446   0.           0.         ... 155.32361743 206.41308272
 205.82768084]",4
"[1.73663168e-01 1.77924707e-01 1.27667538e-01 ... 2.02275450e+02
 1.89610591e+02 2.07655559e+02]",4
"[2.83368247e-01 8.42304368e-02 8.02338953e-02 ... 1.79892857e+02
 1.76020953e+02 1.69660967e+02]",4
"[  0.           0.           0.         ... 178.8941337  188.35076001
 192.04596416]",4
"[4.16569043e-01 9.46889036e-03 1.05650876e-01 ... 1.90084313e+02
 1.86153982e+02 1.88254107e+02]",4
"[2.00621085e-01 0.00000000e+00 0.00000000e+00 ... 1.85126236e+02
 1.83627194e+02 2.10850871e+02]",4
"[  0.263442     0.2042552    0.21279753 ... 193.06192103 199.217013
 186.12994809]",4
"[2.07666679e-01 1.28349453e-01 2.19450225e-01 ... 1.89085346e+02
 1.90188356e+02 1.90904405e+02]",4
"[2.28894297e-01 2.21633675e-01 1.62915494e-01 ... 2.05685606e+02
 1.74403314e+02 1.94490879e+02]",4
"[  0.           0.           0.         ... 194.56756159 179.02259949
 178.19317861]",4
"[2.19876797e-01 1.27837774e-01 2.19876797e-01 ... 1.78670043e+02
 1.89902718e+02 1.68230068e+02]",4
