0,label
"[  0.5          0.           0.         ... 190.68280362 181.91296523
 209.4607525 ]",0
"[  0.           0.           0.         ... 200.43045995 179.55360474
 169.67708004]",0
"[3.45200727e-01 0.00000000e+00 8.96558642e-02 ... 1.86919211e+02
 2.02161950e+02 2.00063131e+02]",0
"[  0.           0.           0.         ... 194.43929162 191.37538521
 199.59140659]",0
"[  0.           0.           0.         ... 192.62191409 203.27734491
 204.94305401]",0
"[  0.5          0.           0.         ... 193.25415246 175.32127609
 193.47848271]",0
"[2.11333467e-01 8.01436393e-02 1.90843530e-01 ... 1.78736956e+02
 1.92856441e+02 1.69430091e+02]",0
"[2.30948414e-01 2.30948414e-01 6.17498299e-02 ... 1.88749969e+02
 1.91997345e+02 2.03328174e+02]",0
"[2.58414451e-01 0.00000000e+00 9.92402581e-02 ... 1.78438705e+02
 1.74079674e+02 2.01015506e+02]",0
"[2.48367174e-01 1.60894759e-01 1.19203520e-01 ... 1.91390242e+02
 1.95819881e+02 2.02598428e+02]",0
"[3.05188005e-01 1.22383973e-01 2.79667821e-01 ... 1.50623766e+02
 1.74263316e+02 1.81041297e+02]",0
"[2.74607528e-01 0.00000000e+00 2.08147169e-02 ... 1.76574939e+02
 1.61129916e+02 1.85175369e+02]",0
"[  0.5          0.           0.         ... 182.48411939 186.94472208
 177.23171909]",0
"[  0.42780896   0.           0.         ... 187.93766961 199.72601521
 184.1964936 ]",0
"[2.50368212e-01 8.40457247e-02 1.93940759e-01 ... 1.81094378e+02
 2.10719274e+02 1.88139297e+02]",0
"[2.38921731e-01 3.88365396e-02 0.00000000e+00 ... 2.07475165e+02
 1.82622719e+02 1.84123406e+02]",0
"[  0.           0.           0.         ... 199.57395402 207.22492863
 185.00853328]",0
"[1.21656262e-01 1.54155557e-01 1.71506431e-01 ... 1.94458767e+02
 1.84972881e+02 1.92394127e+02]",0
"[  0.39270627   0.           0.30089784 ... 183.19066811 198.63288947
 203.23067578]",0
"[2.15112932e-01 1.36740837e-01 1.36052493e-01 ... 1.85544373e+02
 2.00906505e+02 1.92193380e+02]",0
"[2.24004397e-01 1.18886416e-01 2.24004397e-01 ... 1.95099093e+02
 1.68964118e+02 1.93267676e+02]",0
"[2.54279733e-01 2.49644525e-01 1.42593753e-01 ... 1.63854612e+02
 1.58671971e+02 1.61161696e+02]",1
"[3.64244305e-01 7.28314801e-02 2.02544383e-01 ... 1.65814691e+02
 1.99177463e+02 1.75857111e+02]",1
"[6.30160463e-02 1.29627675e-01 1.55625815e-01 ... 1.98060695e+02
 1.91860196e+02 1.90202670e+02]",1
"[2.12300525e-01 7.58281652e-02 1.23576410e-01 ... 1.89290142e+02
 2.04865179e+02 1.88701048e+02]",1
"[2.21529568e-01 2.21529568e-01 1.90217028e-01 ... 1.80524413e+02
 1.96117785e+02 1.98394145e+02]",1
"[1.82481556e-01 1.06738952e-01 1.60112371e-01 ... 1.67975223e+02
 1.76787006e+02 1.66425714e+02]",1
"[  0.           0.           0.         ... 189.36320912 186.53773773
 198.85909386]",1
"[2.09906704e-01 1.68627335e-02 9.66527955e-02 ... 1.90550801e+02
 1.85019269e+02 1.87477006e+02]",1
"[  0.36648415   0.           0.         ... 201.75411144 198.6006689
 202.20140233]",1
"[2.38594104e-01 1.54418289e-01 2.12610051e-01 ... 1.88852655e+02
 1.90090938e+02 1.96060399e+02]",1
"[2.28138386e-01 2.23796263e-01 2.61815480e-02 ... 2.00162730e+02
 2.04905458e+02 1.89817396e+02]",1
"[1.89921436e-01 1.34427862e-01 2.16967272e-01 ... 1.93450398e+02
 1.96174036e+02 1.80528472e+02]",1
"[2.33226870e-01 1.23432195e-01 1.21599547e-01 ... 1.73174302e+02
 1.99887049e+02 1.85723995e+02]",1
"[  0.           0.           0.         ... 192.06404814 180.31883858
 193.98487827]",1
"[  0.33281964   0.29544384   0.27176579 ... 192.554529   192.61597122
 189.34214194]",1
"[2.26327086e-01 2.03453506e-01 1.76988095e-01 ... 1.94285243e+02
 1.90679558e+02 1.85261996e+02]",1
"[2.76141194e-01 2.32849214e-01 1.61310144e-01 ... 1.84551619e+02
 1.82203231e+02 1.85701873e+02]",1
"[  0.           0.           0.         ... 187.55635276 187.58916103
 159.75546484]",1
"[2.53651666e-01 1.36844341e-01 4.94923280e-02 ... 1.94269115e+02
 1.84904245e+02 1.95905772e+02]",1
"[1.63778514e-01 2.11244442e-01 2.11244442e-01 ... 1.85224647e+02
 1.84570663e+02 1.76853780e+02]",1
"[2.33634950e-01 1.26853317e-01 4.21109442e-02 ... 2.03847993e+02
 1.95564568e+02 2.01169549e+02]",1
"[  0.           0.           0.         ... 182.96849891 171.69504917
 178.88649587]",1
"[  0.           0.           0.         ... 172.48940873 187.68210409
 200.34648571]",1
"[  0.           0.           0.         ... 188.79258896 194.10134754
 182.06767595]",1
"[  0.           0.           0.         ... 200.18411208 168.96331592
 189.90213782]",1
"[  0.           0.           0.         ... 171.73819892 183.5879171
 178.2245664 ]",1
"[1.27723887e-01 1.06423602e-01 1.67435869e-01 ... 1.95077995e+02
 2.02892191e+02 1.51175243e+02]",1
"[2.12816501e-01 1.55224537e-01 1.85518498e-01 ... 1.93959915e+02
 1.87937648e+02 1.88700975e+02]",1
"[  0.           0.           0.         ... 172.6646232  184.34453809
 183.51021672]",1
"[1.60496602e-01 1.44502054e-01 1.27681698e-01 ... 2.09440527e+02
 1.97392172e+02 1.75594310e+02]",1
"[1.37380772e-01 1.07855364e-01 1.34408802e-01 ... 1.91454962e+02
 1.92295217e+02 1.92715341e+02]",1
"[2.22558541e-01 1.74501983e-01 1.15482600e-01 ... 1.97738435e+02
 2.01889683e+02 1.87334048e+02]",1
"[2.08446647e-01 8.07034257e-02 1.15272186e-01 ... 1.88811563e+02
 1.17143364e+02 1.76160340e+02]",1
"[  0.           0.           0.         ... 178.4067654  175.70665052
 181.86476301]",1
"[  0.           0.           0.         ... 179.59867047 170.17641414
 154.65387764]",1
"[  0.           0.           0.         ... 167.78874317 170.72377275
 161.46335282]",1
"[2.42763234e-01 1.02953420e-01 6.39361007e-02 ... 1.76497477e+02
 1.51698451e+02 1.90597291e+02]",1
"[1.99379093e-02 0.00000000e+00 0.00000000e+00 ... 1.87532762e+02
 1.97694567e+02 1.64108331e+02]",1
"[  0.5614264    0.           0.         ... 173.04090121 198.58220722
 198.73778016]",1
"[  0.           0.           0.         ... 191.7634977  203.48055613
 191.10602949]",1
"[2.15720891e-01 1.30859394e-01 6.92005198e-02 ... 1.82721612e+02
 1.76270982e+02 1.83720132e+02]",1
"[3.61454339e-01 0.00000000e+00 1.89089534e-01 ... 1.07898448e+02
 1.88617138e+02 1.95336410e+02]",1
"[2.25473512e-01 9.89484221e-02 2.25473512e-01 ... 1.69324262e+02
 1.80735933e+02 1.97640709e+02]",1
"[  0.5          0.           0.         ... 182.97798594 190.61937298
 173.93348775]",1
"[2.32713042e-01 5.82287274e-02 2.15685868e-01 ... 1.90763722e+02
 1.89674172e+02 1.75789195e+02]",1
"[  0.           0.           0.         ... 179.95037771 200.84561325
 186.17700863]",1
"[2.26314133e-01 1.33605594e-01 1.67991029e-01 ... 1.85216059e+02
 1.95519715e+02 2.02696866e+02]",1
"[2.20192069e-01 1.62746272e-01 2.20192069e-01 ... 1.91855089e+02
 1.91996197e+02 1.83421432e+02]",1
"[  0.           0.           0.         ... 194.40541125 168.04928701
 193.7788664 ]",1
"[1.54758716e-02 0.00000000e+00 0.00000000e+00 ... 1.57387637e+02
 1.83724610e+02 1.97601374e+02]",1
"[  0.           0.           0.         ... 192.07245534 193.49837825
 201.84200383]",1
"[2.36343541e-01 2.35591993e-01 1.49463453e-01 ... 1.97004640e+02
 2.06287380e+02 1.63449769e+02]",1
"[3.10666229e-01 4.61273232e-02 5.36104927e-02 ... 1.82996504e+02
 1.84927605e+02 1.74403936e+02]",1
"[  0.           0.           0.         ... 185.88742952 195.94551319
 190.40840575]",1
"[2.38206520e-01 7.34780566e-02 8.79577089e-02 ... 1.85459115e+02
 1.79301170e+02 1.96287627e+02]",1
"[2.17122947e-01 1.77501199e-01 5.06814350e-02 ... 1.53341292e+02
 1.80857659e+02 1.86929371e+02]",1
"[  0.           0.           0.         ... 189.21399929 147.39104361
 196.36832152]",1
"[  0.           0.           0.         ... 191.34357226 192.16383074
 181.38678471]",1
"[2.22986426e-01 1.93475522e-01 1.59827516e-01 ... 1.53747877e+02
 1.95642738e+02 2.02645826e+02]",1
"[  0.           0.           0.         ... 202.41042509 166.6895552
 165.22249395]",1
"[  0.           0.           0.         ... 173.64194913 181.41551188
 181.86057807]",1
"[  0.           0.           0.         ... 178.97969861 192.16251447
 200.17867109]",1
"[1.78540405e-01 4.50492677e-02 1.30589815e-01 ... 1.70893637e+02
 1.69987264e+02 2.02527161e+02]",1
"[4.93454765e-01 3.02438379e-02 4.08691085e-02 ... 1.73853988e+02
 1.80301383e+02 1.94763427e+02]",1
"[2.74476913e-01 5.48076849e-02 1.84844902e-01 ... 2.00985622e+02
 1.91341383e+02 1.83549876e+02]",1
"[2.23126136e-01 1.45251535e-01 5.22038839e-02 ... 1.78761902e+02
 1.91847831e+02 1.70083160e+02]",1
"[5.11064036e-02 5.03903228e-03 0.00000000e+00 ... 1.99116205e+02
 1.82367846e+02 1.68521885e+02]",1
"[2.21385566e-01 1.35567791e-01 1.42091579e-01 ... 1.92650974e+02
 1.79022076e+02 2.03244417e+02]",1
"[2.57821310e-01 1.28849660e-01 1.43891566e-01 ... 1.88707284e+02
 1.80863135e+02 1.94980271e+02]",1
"[4.02523567e-01 9.16553750e-02 3.86433640e-01 ... 1.62736210e+02
 1.84503438e+02 1.87973138e+02]",1
"[2.24134329e-01 3.99453855e-02 1.41678564e-01 ... 1.83516052e+02
 2.08231185e+02 2.08759315e+02]",1
"[3.28156634e-01 6.35478786e-02 3.82230823e-02 ... 1.97196394e+02
 1.60360031e+02 1.93292528e+02]",1
"[  0.           0.           0.         ... 176.98698132 199.02552525
 191.93349182]",1
"[  0.54073553   0.           0.         ... 182.3824821  194.73977871
 192.76990046]",1
"[2.18855308e-01 2.18855308e-01 1.54077578e-01 ... 1.71729264e+02
 1.88139316e+02 1.99994272e+02]",2
"[2.85100616e-01 1.18658062e-01 2.55824726e-02 ... 2.02155300e+02
 1.88332982e+02 1.61246699e+02]",2
"[  0.           0.           0.         ... 175.67377653 191.92736536
 182.51477517]",2
"[1.87247805e-01 1.81532269e-01 1.40248202e-01 ... 2.00953841e+02
 1.94648939e+02 1.89970362e+02]",2
"[  0.           0.           0.         ... 172.95814449 180.43182548
 185.9827413 ]",2
"[  0.           0.           0.         ... 178.16363946 179.18914984
 200.11806868]",2
"[2.25864514e-01 5.09246714e-02 1.60182505e-01 ... 1.92897903e+02
 1.98288953e+02 1.76420595e+02]",2
"[2.82541517e-01 1.92906690e-01 1.88026210e-01 ... 1.77660067e+02
 1.69981336e+02 1.93024811e+02]",2
"[  0.           0.           0.         ... 183.17113803 193.24628053
 182.31630088]",2
"[1.16413005e-01 7.91817767e-02 6.27141143e-02 ... 2.01572277e+02
 2.02046889e+02 1.74986038e+02]",2
"[1.35936340e-01 1.75997892e-01 5.15884703e-02 ... 1.84858460e+02
 1.59674392e+02 1.93901619e+02]",2
"[2.05307229e-01 1.60324132e-01 8.64772300e-02 ... 2.01973296e+02
 1.92356142e+02 1.99807876e+02]",2
"[2.18178490e-01 1.11533860e-01 2.18178490e-01 ... 1.82632613e+02
 1.86763914e+02 1.90231860e+02]",2
"[1.14745832e-01 1.50231702e-01 5.91319871e-02 ... 1.99563137e+02
 1.72534711e+02 1.70607283e+02]",2
"[2.51689442e-01 1.10064034e-01 7.99145141e-02 ... 1.95067972e+02
 1.89933342e+02 1.93838474e+02]",2
"[2.18149044e-01 9.34143549e-02 9.14074905e-02 ... 2.08373059e+02
 2.00884972e+02 1.90681286e+02]",2
"[2.18149044e-01 9.34143549e-02 9.14074905e-02 ... 2.08373059e+02
 2.00884972e+02 1.90681286e+02]",2
"[2.32915875e-01 2.01882920e-01 2.07358876e-01 ... 2.01175279e+02
 1.77614070e+02 2.04750687e+02]",2
"[2.16763133e-01 1.36441616e-01 1.29432860e-01 ... 1.63522810e+02
 1.81537022e+02 1.84487861e+02]",2
"[  0.           0.           0.         ... 186.83467162 185.32758839
 197.00878321]",2
"[2.27654579e-01 2.27654579e-01 1.88383045e-01 ... 1.92998103e+02
 1.53693602e+02 2.02233429e+02]",2
"[  0.           0.           0.         ... 181.62837944 179.35799118
 193.35107847]",2
"[  0.25358592   0.19848172   0.         ... 194.28167316 191.68628061
 157.36686151]",2
"[2.42277965e-01 5.06876372e-02 9.32214637e-02 ... 2.03742169e+02
 1.98108156e+02 1.81695359e+02]",2
"[  0.64898485   0.           0.         ... 186.5516557  198.57033658
 191.4406695 ]",2
"[2.02366008e-01 7.05126570e-02 2.27438848e-01 ... 1.94587821e+02
 1.75443980e+02 2.06139967e+02]",2
"[  0.24747287   0.21182408   0.24747287 ... 203.72621809 191.38076409
 203.73954377]",2
"[  0.22219085   0.24207992   0.24207992 ... 199.40819926 184.54807952
 179.13010443]",2
"[  0.           0.           0.         ... 181.93572112 194.3161851
 204.55627437]",2
"[  0.           0.           0.         ... 171.97857669 167.83849087
 185.97622125]",2
"[2.84882537e-01 7.59114459e-02 1.59658848e-01 ... 1.73658482e+02
 1.99675501e+02 2.01615040e+02]",2
"[2.34583248e-01 1.72398468e-01 9.06485131e-02 ... 1.82040234e+02
 2.10559072e+02 1.77185227e+02]",2
"[0.00000000e+00 1.94487371e-02 0.00000000e+00 ... 1.94313891e+02
 2.08897854e+02 1.76645126e+02]",2
"[  0.           0.           0.         ... 174.46609684 181.44362086
 176.91144373]",2
"[2.14441151e-01 4.84403506e-02 2.26740547e-01 ... 1.94048013e+02
 1.71099690e+02 1.97581576e+02]",2
"[2.39818441e-01 1.48521148e-01 1.02929985e-01 ... 2.06166707e+02
 1.94816639e+02 1.86641591e+02]",2
"[2.03494543e-01 2.23096086e-01 8.32553790e-02 ... 1.78576247e+02
 1.81143707e+02 1.79800928e+02]",2
"[  0.           0.           0.         ... 200.22732534 169.08078379
 187.32402773]",2
"[2.15798706e-01 1.64572223e-01 1.61914982e-01 ... 2.09938335e+02
 1.91431008e+02 2.00997706e+02]",2
"[1.15774462e-01 1.07474491e-01 1.75387440e-01 ... 1.88301604e+02
 2.12605824e+02 2.00342064e+02]",2
"[2.14702547e-01 0.00000000e+00 6.95401424e-02 ... 1.86253746e+02
 1.88488943e+02 1.86996195e+02]",2
"[2.25939877e-01 1.07147586e-01 1.64939456e-02 ... 2.01359876e+02
 1.95581965e+02 1.88327424e+02]",2
"[2.16631322e-01 6.41139643e-02 9.05126058e-02 ... 2.00065938e+02
 2.02999479e+02 1.98899855e+02]",2
"[2.72259683e-01 5.78990588e-02 1.44638848e-01 ... 2.02738526e+02
 1.69672373e+02 1.90121294e+02]",2
"[2.27640769e-01 2.20164572e-01 1.54908597e-01 ... 2.00416102e+02
 1.71465729e+02 1.92662849e+02]",2
"[7.82807873e-02 1.25693105e-01 9.77311278e-02 ... 2.02780006e+02
 1.90933561e+02 1.84821281e+02]",2
"[2.16456564e-01 1.07840634e-01 1.12135477e-01 ... 1.75951762e+02
 1.95908297e+02 1.83437306e+02]",2
"[  0.70710678   0.           0.         ... 190.06154749 194.31418291
 170.93546613]",2
"[1.83992770e-01 1.20875476e-01 5.54408319e-02 ... 2.03449853e+02
 2.07738158e+02 1.96358298e+02]",2
"[2.44495591e-01 1.37665392e-01 2.44495591e-01 ... 1.88387784e+02
 1.93658408e+02 1.82466887e+02]",2
"[2.23865412e-01 1.59132812e-01 2.26164843e-01 ... 1.75546749e+02
 1.91573341e+02 2.00095009e+02]",2
"[1.84376401e-01 2.15841874e-01 2.15841874e-01 ... 1.51165137e+02
 1.73610762e+02 2.03841902e+02]",2
"[2.62820407e-01 1.49134007e-01 1.09183829e-01 ... 1.90371374e+02
 1.88349834e+02 1.91477304e+02]",2
"[1.81470275e-01 1.77775457e-01 1.39282145e-01 ... 2.03420671e+02
 1.51026377e+02 1.72975910e+02]",2
"[2.47909922e-01 9.91763795e-02 1.10417971e-01 ... 1.86222859e+02
 1.87163087e+02 1.96515033e+02]",2
"[  0.           0.           0.         ... 196.26694802 200.11602106
 203.23718423]",2
"[2.26766634e-01 2.05753260e-01 2.39861439e-02 ... 1.94231641e+02
 1.72202294e+02 1.98571624e+02]",2
"[3.92052398e-01 3.57321613e-02 1.03091600e-01 ... 1.87900279e+02
 1.86082328e+02 1.91069643e+02]",2
"[1.76884496e-01 1.22964688e-01 8.72485371e-02 ... 1.99459309e+02
 2.01524059e+02 1.86722843e+02]",2
"[  0.           0.           0.         ... 198.51433115 197.6671004
 194.51538247]",2
"[3.63758631e-01 1.08968437e-01 9.91566991e-04 ... 1.61653536e+02
 1.79846124e+02 1.89008957e+02]",2
"[2.30028830e-01 1.09167560e-01 1.50515962e-01 ... 1.92734722e+02
 2.05441221e+02 1.87497315e+02]",2
"[1.75578854e-01 1.43753353e-01 1.02373919e-01 ... 1.65124165e+02
 1.39458210e+02 2.00033583e+02]",2
"[1.91502109e-01 5.70672126e-02 5.50680409e-02 ... 1.86393282e+02
 1.91406053e+02 1.85053805e+02]",2
"[2.69902769e-01 1.41488769e-01 2.69902769e-01 ... 1.88728980e+02
 1.70902969e+02 1.90843776e+02]",2
"[2.46996430e-01 1.44881645e-01 8.64805157e-02 ... 1.93658993e+02
 2.04782969e+02 1.98415865e+02]",2
"[4.05920769e-01 7.71919820e-02 0.00000000e+00 ... 1.77016243e+02
 1.81857241e+02 1.86585936e+02]",2
"[  0.45768595   0.           0.         ... 194.20126477 203.55835686
 180.88273706]",2
"[2.27897573e-01 1.91283842e-01 1.26279086e-01 ... 1.99303179e+02
 1.86102150e+02 1.74082281e+02]",2
"[  0.           0.           0.         ... 198.67658869 188.61956179
 190.46763008]",2
"[2.25496864e-01 1.29967260e-01 2.25496864e-01 ... 1.87881389e+02
 2.00337232e+02 1.94176526e+02]",2
"[2.43248694e-01 1.00460262e-01 5.64186278e-02 ... 1.86682333e+02
 1.53593959e+02 1.74003662e+02]",2
"[2.97388599e-01 0.00000000e+00 2.12735959e-02 ... 2.04138795e+02
 2.01263684e+02 1.84823546e+02]",2
"[1.74689821e-01 1.24944429e-01 1.75771833e-01 ... 1.71403463e+02
 1.78151114e+02 1.85459970e+02]",2
"[5.12784476e-01 7.64046180e-02 2.49245562e-01 ... 1.95393991e+02
 1.73882853e+02 1.62263039e+02]",2
"[1.60897156e-01 8.32490235e-02 1.41790294e-01 ... 1.76314112e+02
 1.89823083e+02 2.04117627e+02]",2
"[  0.           0.           0.         ... 185.22453924 192.87672665
 181.62552019]",2
